image,race_scores,obese_scores
714.png,"[3.2925510e-04 9.9271435e-01 3.6546139e-03 1.0663516e-04 6.7522819e-04
 2.4418705e-03 7.8047146e-05]","[0.0028274899814277887, 0.002996326657012105, 0.9941761493682861]"
715.png,"[3.7374777e-01 6.9663867e-05 8.9528933e-02 1.5119547e-03 6.5833976e-04
 2.4774815e-03 5.3200585e-01]","[0.0925808995962143, 0.8897905349731445, 0.01762847788631916]"
716.png,"[4.3445995e-01 1.3397761e-04 4.0324220e-01 4.6707816e-02 1.0876457e-01
 4.3884581e-03 2.3029770e-03]","[0.9925716519355774, 3.471946001809556e-06, 0.007424916606396437]"
717.png,"[1.0529753e-02 3.3266664e-05 8.1589133e-02 6.0103066e-05 2.9824913e-04
 8.9446676e-01 1.3022664e-02]","[0.003182249376550317, 0.26250970363616943, 0.734308123588562]"
718.png,"[0.20128128 0.00597386 0.6494588  0.04321806 0.03175593 0.00480135
 0.06351069]","[0.00019996239279862493, 0.00433068722486496, 0.995469331741333]"
719.png,"[1.9255817e-01 9.0029658e-05 4.9039222e-02 6.5697634e-01 9.2527844e-02
 7.9189386e-04 8.0164969e-03]","[0.03879329189658165, 0.9448126554489136, 0.01639404334127903]"
720.png,"[4.0824171e-03 5.0661918e-05 1.5376239e-02 8.4572417e-01 1.3319431e-01
 5.1386532e-04 1.0582864e-03]","[0.003811937291175127, 0.43165579438209534, 0.5645322203636169]"
721.png,"[9.9705821e-01 2.3849992e-07 1.2209697e-04 1.8875999e-05 1.0705077e-05
 3.4717971e-06 2.7864166e-03]","[0.999970555305481, 2.76626342383679e-05, 1.742881977406796e-06]"
722.png,"[4.5379647e-03 1.4634464e-04 1.0532765e-01 5.3479171e-01 3.4956613e-01
 4.7064488e-04 5.1594884e-03]","[0.1882297843694687, 0.0026981839910149574, 0.8090720772743225]"
723.png,"[0.02752285 0.01287301 0.42313135 0.01645065 0.36721554 0.14476402
 0.0080425 ]","[0.9999997615814209, 1.3140884824736077e-08, 1.8044137561901152e-07]"
724.png,"[2.4764673e-03 9.2232079e-07 5.1665190e-03 8.9240062e-01 9.5723197e-02
 1.3469044e-03 2.8853696e-03]","[0.8531317114830017, 0.0029369532130658627, 0.1439313143491745]"
725.png,"[9.9990469e-01 8.1841618e-09 1.6391699e-05 1.1253476e-07 3.5837425e-07
 2.8178067e-06 7.5607168e-05]","[0.09587250649929047, 0.15202991664409637, 0.7520976066589355]"
726.png,"[0.21226417 0.21917951 0.33072254 0.02066894 0.08527955 0.05683262
 0.07505269]","[0.008864493109285831, 0.003927773330360651, 0.9872077107429504]"
727.png,"[0.8762522  0.00410506 0.03737371 0.04970844 0.01763386 0.00101569
 0.01391103]","[0.08293268829584122, 0.8758479356765747, 0.04121939837932587]"
728.png,"[9.2951995e-01 1.6164468e-04 3.9728098e-02 1.0636168e-03 2.1513493e-03
 2.0148321e-03 2.5360512e-02]","[0.9996820688247681, 2.4439395929221064e-06, 0.00031543432851321995]"
729.png,"[7.9122251e-01 1.6042148e-04 1.5677053e-01 2.1183382e-04 1.0535984e-03
 1.4272792e-02 3.6308289e-02]","[0.810363233089447, 2.9105183784849942e-05, 0.1896076500415802]"
730.png,"[1.2546602e-02 3.2232144e-06 2.1371448e-03 8.7639797e-01 1.0830808e-01
 1.0763231e-04 4.9924164e-04]","[0.0001488364941906184, 0.00018881635332945734, 0.9996623992919922]"
731.png,"[1.0747451e-03 1.2787935e-05 1.6203602e-03 7.6744485e-01 2.2973305e-01
 6.0550723e-05 5.3640153e-05]","[0.9734033346176147, 0.026461061090230942, 0.00013566974666900933]"
732.png,"[0.14556953 0.0013814  0.5652     0.01681915 0.01398035 0.02326342
 0.23378617]","[0.99977046251297, 7.4723002398968674e-06, 0.00022205723507795483]"
733.png,"[8.4368193e-01 1.5978239e-04 5.8469601e-02 2.2785237e-02 1.6943006e-02
 3.5780943e-03 5.4382306e-02]","[0.06329414248466492, 0.9332029819488525, 0.0035029251594096422]"
734.png,"[8.8505012e-01 5.3091421e-06 9.5763184e-02 5.9907725e-05 2.2906909e-04
 4.7587771e-03 1.4133644e-02]","[0.3499008119106293, 0.6495427489280701, 0.0005564616876654327]"
735.png,"[8.72930765e-01 7.09623913e-04 1.08356684e-01 2.08420024e-05
 6.97645883e-05 1.83254434e-03 1.60797294e-02]","[0.08284533768892288, 0.7993866801261902, 0.11776799708604813]"
736.png,"[5.5732433e-02 3.2166127e-04 6.3821650e-01 2.5869986e-02 4.8847526e-02
 2.0437418e-01 2.6637757e-02]","[0.0003150944539811462, 0.0012027285993099213, 0.9984821677207947]"
737.png,"[9.8512477e-01 3.2910265e-07 6.8399921e-04 1.2722703e-02 8.2586973e-04
 3.8705170e-06 6.3843827e-04]","[0.002880372339859605, 0.005567927844822407, 0.9915517568588257]"
738.png,"[1.1350785e-03 8.0474227e-04 4.7803223e-02 3.0213632e-04 3.0691195e-03
 9.4555318e-01 1.3324721e-03]","[0.0035943540278822184, 0.9038925170898438, 0.0925130695104599]"
739.png,"[9.9259806e-01 1.6999335e-08 4.7953665e-04 5.9396693e-06 6.9473631e-06
 1.1123762e-04 6.7982809e-03]","[0.999168872833252, 1.9397784853936173e-06, 0.0008292620186693966]"
740.png,"[1.3886894e-01 2.6745655e-04 7.2826695e-01 1.5369997e-02 2.4394317e-02
 5.9870929e-02 3.2961451e-02]","[0.0002353910094825551, 0.008786610327661037, 0.9909780025482178]"
741.png,"[1.8592486e-03 9.6415114e-01 2.2561319e-02 6.8170157e-05 8.0289954e-04
 1.0153475e-02 4.0370048e-04]","[0.00029501080280169845, 0.24002861976623535, 0.7596763968467712]"
742.png,"[9.8522651e-01 1.3708135e-05 1.0105435e-02 1.5437459e-05 1.7433049e-04
 8.9892848e-05 4.3746699e-03]","[0.0235445536673069, 0.6444201469421387, 0.3320353329181671]"
743.png,"[1.7863221e-02 1.6495750e-04 1.0021856e-01 1.2111445e-03 1.5470666e-03
 1.3007572e-01 7.4891937e-01]","[0.997051477432251, 1.3249488972633117e-07, 0.0029483747202903032]"
744.png,"[9.77396965e-01 2.91972101e-05 1.03810048e-02 2.46835816e-06
 1.31721745e-05 7.93458603e-04 1.13838026e-02]","[0.0036430093459784985, 0.19242951273918152, 0.803927481174469]"
745.png,"[8.3437270e-01 2.0613248e-05 7.4358471e-03 2.4881904e-04 5.6600762e-05
 4.1208757e-04 1.5745330e-01]","[0.998325765132904, 0.0001785423228284344, 0.0014957536477595568]"
746.png,"[0.04191695 0.27474767 0.40288848 0.00331862 0.00722813 0.02510773
 0.24479239]","[0.9998593330383301, 9.535742151456361e-08, 0.00014052832557354122]"
747.png,"[4.7686660e-01 1.2579461e-05 3.7621260e-03 1.5327786e-01 3.5146731e-01
 7.0050161e-04 1.3912963e-02]","[0.0005307309911586344, 0.5433682799339294, 0.4561009705066681]"
748.png,"[0.14690717 0.06876837 0.6471497  0.01403317 0.07651109 0.03120482
 0.0154256 ]","[0.9996747970581055, 3.2616807743579557e-07, 0.00032480646041221917]"
749.png,"[4.12600368e-01 7.33293346e-05 4.57500428e-01 1.26555050e-02
 3.96797573e-03 4.26743971e-03 1.08934976e-01]","[0.0025220748502761126, 0.023675862699747086, 0.9738020896911621]"
750.png,"[1.9537511e-05 9.8599011e-01 1.6842360e-03 6.9782105e-03 5.1973844e-03
 1.2766385e-04 2.9019391e-06]","[0.44599851965904236, 0.17506490647792816, 0.3789365589618683]"
751.png,"[0.31291458 0.01569819 0.16197523 0.0863151  0.3564218  0.01098696
 0.05568817]","[0.00665444228798151, 0.019389497116208076, 0.9739561080932617]"
752.png,"[0.01344719 0.00145565 0.12178273 0.02374181 0.63034654 0.20148952
 0.00773654]","[0.9744653701782227, 0.0014883646508678794, 0.024046316742897034]"
753.png,"[0.4109504  0.00218422 0.06605884 0.16704181 0.267018   0.00548859
 0.08125814]","[0.9999915361404419, 7.40593077352969e-06, 1.0183557606069371e-06]"
754.png,"[0.06979634 0.00050418 0.49930832 0.00138477 0.00479767 0.19132644
 0.23288229]","[4.157188016051805e-07, 4.764505774801364e-06, 0.9999948740005493]"
755.png,"[0.0267678  0.00128822 0.6830246  0.04045048 0.23142731 0.01210724
 0.0049344 ]","[0.00012725793931167573, 0.00025893759448081255, 0.9996138215065002]"
756.png,"[3.8244843e-01 1.5769618e-05 2.4829220e-02 4.7120910e-05 4.5777317e-05
 1.4857718e-03 5.9112793e-01]","[0.000860662548802793, 0.00039847881998866796, 0.9987408518791199]"
757.png,"[9.5045024e-01 3.8057103e-04 1.2651530e-02 3.8232505e-03 7.0864637e-03
 5.1161041e-04 2.5096297e-02]","[0.20619399845600128, 0.5173697471618652, 0.2764362394809723]"
758.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.030730798840522766, 0.9341288805007935, 0.03514035791158676]"
759.png,"[7.1031455e-04 9.7078639e-01 2.4158577e-02 4.4346231e-04 1.1529386e-03
 2.5957713e-03 1.5254048e-04]","[0.10172101855278015, 0.5041438937187195, 0.3941350281238556]"
760.png,"[9.9931175e-01 4.0827044e-06 2.4103007e-04 4.9338718e-07 1.9766378e-06
 1.2090270e-06 4.3946234e-04]","[0.21383702754974365, 0.5439984798431396, 0.2421644926071167]"
761.png,"[1.4574142e-01 3.8700694e-01 3.5081959e-01 1.9098762e-04 6.2334695e-04
 6.7195594e-02 4.8422150e-02]","[0.0597287155687809, 0.9389426112174988, 0.0013287434121593833]"
762.png,"[3.5361479e-06 9.9886155e-01 8.0177182e-04 4.9428527e-06 7.2843904e-05
 2.5435392e-04 1.0842790e-06]","[0.9855781197547913, 0.013555214740335941, 0.0008667187066748738]"
763.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.9979711174964905, 1.488183897890849e-06, 0.002027366776019335]"
764.png,"[0.49115324 0.00406487 0.1540747  0.00083357 0.00328345 0.12554985
 0.2210403 ]","[0.11041469871997833, 0.8318726420402527, 0.05771264061331749]"
765.png,"[9.7715080e-01 1.4718921e-05 6.4885090e-03 3.0174648e-05 1.5387725e-04
 4.0799841e-05 1.6121179e-02]","[0.32133057713508606, 5.410704943642486e-06, 0.678663969039917]"
766.png,"[7.6727837e-01 4.9449968e-06 3.8347922e-02 6.2260980e-04 4.3510640e-04
 1.3888645e-03 1.9192220e-01]","[0.9999982118606567, 2.188022873994555e-09, 1.7482773273513885e-06]"
767.png,"[7.28700399e-01 8.00392518e-05 1.46890402e-01 4.15002648e-03
 1.63941470e-03 4.49104793e-03 1.14048645e-01]","[0.0008300447370857, 0.5716531872749329, 0.4275168478488922]"
768.png,"[6.3747503e-02 7.4428164e-05 5.7999443e-02 7.0699620e-01 1.6479512e-01
 7.7322894e-04 5.6141149e-03]","[0.2860832214355469, 0.6371884942054749, 0.07672835886478424]"
769.png,"[1.4646562e-02 5.8329222e-04 9.2679352e-01 1.6195721e-03 1.0048069e-02
 4.5288485e-02 1.0204911e-03]","[3.346996891195886e-05, 3.7243758015392814e-06, 0.9999628067016602]"
770.png,"[9.9754357e-01 2.7555163e-06 6.5250666e-04 2.7516510e-04 2.7734638e-04
 1.8148676e-05 1.2304998e-03]","[0.00014699067105539143, 0.2313816100358963, 0.7684714198112488]"
771.png,"[0.33917886 0.15842988 0.12534781 0.09908343 0.1337286  0.04575369
 0.09847771]","[0.07721910625696182, 0.7828712463378906, 0.13990965485572815]"
772.png,"[9.4650602e-01 1.4720601e-04 1.6220527e-02 2.3477685e-04 2.1063802e-03
 6.3949288e-04 3.4145627e-02]","[0.1278899610042572, 0.8675875067710876, 0.0045225475914776325]"
773.png,"[9.9275976e-01 4.7505378e-05 1.9092734e-03 3.2238342e-05 4.6056310e-05
 6.0448670e-05 5.1447311e-03]","[0.12289125472307205, 0.8298475742340088, 0.04726115241646767]"
774.png,"[8.8927406e-01 2.2877562e-06 7.6196450e-03 2.8033237e-05 3.8724826e-05
 3.4126453e-04 1.0269598e-01]","[0.9976080656051636, 9.287774446420372e-05, 0.0022990081924945116]"
775.png,"[5.4258209e-01 3.2925789e-05 5.7318725e-02 1.1982728e-02 4.9999179e-03
 2.1221223e-03 3.8096151e-01]","[7.909264354566403e-08, 2.6246341211511037e-10, 0.9999998807907104]"
776.png,"[7.28700399e-01 8.00392518e-05 1.46890402e-01 4.15002648e-03
 1.63941470e-03 4.49104793e-03 1.14048645e-01]","[0.0008300447370857, 0.5716531872749329, 0.4275168478488922]"
777.png,"[8.5799539e-01 1.8427380e-04 3.8601901e-02 2.0808130e-04 4.0154075e-04
 7.9710199e-04 1.0181167e-01]","[0.9957275390625, 0.004266625270247459, 5.758830866398057e-06]"
778.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.017039043828845024, 0.9827354550361633, 0.00022552517475560308]"
779.png,"[2.0527989e-01 6.3658849e-04 7.6523423e-01 8.1228791e-05 5.0452881e-04
 1.3984331e-02 1.4279174e-02]","[0.6832648515701294, 0.00039983633905649185, 0.3163352906703949]"
780.png,"[5.5888802e-02 8.7420514e-05 2.4492983e-02 7.2338396e-01 1.9563107e-01
 2.2932183e-04 2.8640349e-04]","[0.09217636287212372, 0.5444185137748718, 0.36340513825416565]"
781.png,"[3.2354542e-03 2.4979986e-04 4.9081814e-02 9.7826240e-05 2.4813539e-03
 9.4302714e-01 1.8265586e-03]","[0.10040389746427536, 0.8995631337165833, 3.2876745535759255e-05]"
782.png,"[1.62199270e-02 1.45484655e-05 5.21751400e-03 9.07788575e-01
 7.01436251e-02 4.28371532e-05 5.72962046e-04]","[0.02015913836658001, 0.8337500691413879, 0.14609076082706451]"
783.png,"[5.7571405e-01 5.6784280e-05 6.8185911e-02 2.2451143e-01 7.1433820e-02
 3.4614329e-03 5.6636509e-02]","[0.995183527469635, 0.004807122517377138, 9.426084943697788e-06]"
784.png,"[8.0315489e-01 4.0834260e-04 1.1341663e-01 5.2948459e-03 3.2497071e-02
 9.4439350e-03 3.5784356e-02]","[0.8593681454658508, 0.0958963930606842, 0.04473542422056198]"
785.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.9999877214431763, 1.1180755791428965e-05, 1.1238948900427204e-06]"
786.png,"[9.9953151e-01 1.8090019e-07 4.6651898e-05 3.9819664e-05 1.8933913e-05
 3.4714026e-06 3.5938417e-04]","[0.0004822334158234298, 0.20158521831035614, 0.7979326248168945]"
787.png,"[0.00652142 0.00339905 0.08589776 0.05101382 0.47891828 0.36742985
 0.00681976]","[0.03659304231405258, 0.015428253449499607, 0.9479787349700928]"
788.png,"[0.00402576 0.6080388  0.31685257 0.00089239 0.00803537 0.06152162
 0.00063346]","[8.484955469612032e-05, 8.825919621813227e-07, 0.999914288520813]"
789.png,"[1.3163101e-04 7.0694703e-05 1.8558966e-03 5.1747352e-01 4.7998688e-01
 4.6874775e-04 1.2577928e-05]","[0.9892336130142212, 1.1041175440595907e-07, 0.010766273364424706]"
790.png,"[0.03402153 0.11610515 0.7736468  0.00371103 0.01044285 0.0226706
 0.03940202]","[0.008020096458494663, 0.7722346782684326, 0.2197452336549759]"
791.png,"[5.4661860e-03 3.3095176e-07 3.0312553e-04 9.7591567e-01 1.8201059e-02
 4.1318031e-05 7.2308700e-05]","[0.0012322274269536138, 0.08262384682893753, 0.9161439538002014]"
792.png,"[1.1849351e-02 9.5414514e-05 7.0033081e-02 3.6228499e-01 5.2678877e-01
 5.4932917e-03 2.3455076e-02]","[0.3737143874168396, 0.6212694048881531, 0.005016249604523182]"
793.png,"[0.6981547  0.02030651 0.06510984 0.07610845 0.04192725 0.04261047
 0.05578271]","[0.036286450922489166, 0.7677275538444519, 0.1959860771894455]"
794.png,"[9.6651129e-02 4.5682132e-04 5.3205729e-01 1.5491628e-03 5.4687001e-03
 3.4211749e-01 2.1699445e-02]","[0.9922112226486206, 1.495251353844651e-07, 0.007788660004734993]"
795.png,"[3.2074384e-02 1.2207652e-06 3.0872424e-03 5.9067243e-01 3.7404278e-01
 3.7135331e-05 8.4821353e-05]","[0.0044829025864601135, 0.015189476311206818, 0.9803276658058167]"
796.png,"[9.9691814e-01 1.5765110e-07 1.9583504e-03 8.9709050e-07 3.7652655e-06
 1.7070277e-04 9.4795396e-04]","[0.00879901647567749, 0.6521175503730774, 0.3390834331512451]"
797.png,"[9.9944389e-01 4.3937186e-07 2.9575216e-04 3.9090446e-05 2.2517390e-05
 1.3955674e-06 1.9689654e-04]","[0.8249432444572449, 7.958270771268872e-07, 0.17505598068237305]"
798.png,"[9.9882919e-01 2.5580303e-07 6.4686203e-05 2.6874075e-04 5.9239872e-05
 1.0418385e-06 7.7691383e-04]","[0.05116007477045059, 0.7875156998634338, 0.16132423281669617]"
799.png,"[2.2223090e-01 2.8051768e-04 7.2643739e-01 1.5431338e-03 5.7013920e-03
 1.9423112e-02 2.4383523e-02]","[0.9997122883796692, 2.30359217812115e-10, 0.00028766499599441886]"
800.png,"[9.6818966e-01 1.5608510e-05 7.9535432e-03 1.3694340e-04 7.2748160e-05
 5.6143093e-04 2.3070052e-02]","[0.054088693112134933, 0.0037491191178560257, 0.9421622157096863]"
801.png,"[2.6660375e-04 1.2890687e-06 3.9981696e-04 9.8086649e-01 1.7860081e-02
 4.6329376e-05 5.5944658e-04]","[0.0019698773976415396, 0.9979555606842041, 7.462545909220353e-05]"
802.png,"[9.9978763e-01 8.3951655e-08 6.6767912e-05 9.4689740e-06 3.1343538e-06
 4.5670328e-07 1.3236560e-04]","[0.44247373938560486, 0.006013811100274324, 0.5515124201774597]"
803.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.10585267096757889, 0.8658127784729004, 0.028334548696875572]"
804.png,"[8.6905092e-01 2.5715101e-06 6.2525640e-03 2.7928909e-05 1.6847102e-05
 2.1560660e-04 1.2443352e-01]","[0.08738276362419128, 0.8733277916908264, 0.039289407432079315]"
805.png,"[1.2451829e-04 9.7993094e-01 6.7577185e-03 3.1899523e-05 3.6085397e-04
 1.2742342e-02 5.1703024e-05]","[0.1164436787366867, 0.8082601428031921, 0.07529620081186295]"
806.png,"[9.3873799e-01 3.1361054e-04 2.7191669e-03 4.3192498e-02 1.1184453e-02
 9.3577408e-05 3.7586461e-03]","[0.41297584772109985, 0.0010448683751747012, 0.5859792232513428]"
807.png,"[1.7823380e-05 9.9956816e-01 2.0181251e-04 1.8393423e-05 4.0524912e-05
 1.4320455e-04 1.0228880e-05]","[0.5691047310829163, 0.2458668053150177, 0.18502852320671082]"
808.png,"[9.9127775e-01 4.1131184e-06 2.3499255e-04 1.4133183e-05 2.0175696e-05
 3.5387460e-05 8.4133819e-03]","[0.5132920742034912, 0.29779064655303955, 0.18891726434230804]"
809.png,"[3.2618579e-03 1.3800811e-04 3.1116137e-02 3.8318384e-01 5.8132046e-01
 7.0669717e-04 2.7292184e-04]","[0.15607872605323792, 0.8430203199386597, 0.0009009559289552271]"
810.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.9074186086654663, 0.08623024821281433, 0.006351107731461525]"
811.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.9752938747406006, 0.0043293386697769165, 0.020376797765493393]"
812.png,"[6.1028651e-03 1.2513385e-05 9.3402825e-02 6.9657901e-05 5.4882723e-04
 8.9719492e-01 2.6683537e-03]","[0.000139248397317715, 0.44321146607398987, 0.5566492676734924]"
813.png,"[0.36282617 0.00045554 0.21598792 0.00114483 0.00110739 0.08283161
 0.33564657]","[0.2858455181121826, 0.6601883769035339, 0.0539659820497036]"
814.png,"[1.7863221e-02 1.6495750e-04 1.0021856e-01 1.2111445e-03 1.5470666e-03
 1.3007572e-01 7.4891937e-01]","[0.997051477432251, 1.3249488972633117e-07, 0.0029483747202903032]"
815.png,"[3.09275092e-05 9.67206240e-01 1.58770091e-03 3.57771205e-04
 1.61326770e-02 1.45675745e-02 1.17153060e-04]","[0.5555939674377441, 0.4444020688533783, 3.963823019148549e-06]"
816.png,"[3.27053503e-03 6.85126361e-05 1.56168835e-02 8.04820180e-01
 1.69659391e-01 3.12683033e-03 3.43766506e-03]","[0.004580692388117313, 0.006264826282858849, 0.9891545176506042]"
817.png,"[1.4915316e-01 1.2317220e-05 6.5014148e-03 8.3734893e-05 6.1046936e-05
 1.3311153e-03 8.4285718e-01]","[0.07166767120361328, 0.20793108642101288, 0.7204012870788574]"
818.png,"[8.8372403e-01 2.3498227e-05 7.7158809e-02 4.8534825e-05 8.2825652e-05
 1.6947004e-03 3.7267536e-02]","[0.08501874655485153, 0.8291521668434143, 0.08582910895347595]"
819.png,"[3.4072396e-01 3.1453060e-04 6.9437534e-02 5.0856036e-01 4.4410925e-02
 4.0873499e-03 3.2465361e-02]","[0.005155890714377165, 0.47002896666526794, 0.5248151421546936]"
820.png,"[0.19561405 0.04899599 0.6324799  0.01077187 0.04936968 0.00362069
 0.05914774]","[0.5910358428955078, 0.29458510875701904, 0.11437913030385971]"
821.png,"[3.1010140e-02 1.2235095e-04 1.4082988e-01 3.2474828e-01 4.5529506e-01
 3.9615415e-02 8.3789062e-03]","[0.003157578408718109, 0.3891404867172241, 0.6077018976211548]"
822.png,"[3.2369047e-02 2.3067894e-05 3.8966220e-02 1.4479480e-04 1.3533777e-04
 1.3351375e-02 9.1501015e-01]","[0.7324199676513672, 0.00010940514039248228, 0.26747065782546997]"
823.png,"[0.09444949 0.0019363  0.01201155 0.6819779  0.14355634 0.00310289
 0.06296551]","[0.00045765694812871516, 0.9995404481887817, 1.873435849120142e-06]"
824.png,"[9.9554431e-01 9.5040116e-07 3.3254938e-03 1.3225678e-04 3.7153164e-04
 3.0920830e-05 5.9450179e-04]","[0.1919010728597641, 0.00011744338553398848, 0.8079814314842224]"
825.png,"[0.09784203 0.08531989 0.5734389  0.02980733 0.07799358 0.03632424
 0.09927396]","[3.4359852634224808e-06, 0.9999938011169434, 2.7428857265476836e-06]"
826.png,"[8.7681323e-01 1.7503084e-04 4.3912936e-02 7.8482489e-04 3.8521504e-04
 8.6429558e-05 7.7842377e-02]","[0.9976469874382019, 0.0022867517545819283, 6.621644570259377e-05]"
827.png,"[0.14285714 0.14285714 0.14285714 0.14285714 0.14285714 0.14285714
 0.14285714]","[0.21987897157669067, 0.7800992131233215, 2.188291728089098e-05]"
828.png,"[8.5245132e-01 1.5118413e-04 4.7065802e-02 8.5895852e-04 1.0819775e-03
 8.1027551e-03 9.0288028e-02]","[0.0005900118267163634, 0.00017206533811986446, 0.9992378950119019]"
829.png,"[6.4573634e-01 4.3202349e-04 1.3343613e-01 8.9738071e-03 4.4871997e-03
 1.6565046e-03 2.0527798e-01]","[0.5942063331604004, 0.0015817455714568496, 0.4042119085788727]"
830.png,"[0.64392257 0.00453046 0.16333933 0.07584669 0.02995358 0.04114998
 0.04125741]","[0.8804424405097961, 0.08109878748655319, 0.03845887631177902]"
831.png,"[1.0229617e-02 2.8035825e-04 2.7218798e-02 6.1515588e-05 9.3832472e-04
 9.0136105e-01 5.9910268e-02]","[0.17179489135742188, 3.520620884955861e-05, 0.8281698822975159]"
832.png,"[1.14224125e-02 2.19533522e-05 5.50887398e-02 8.45508635e-01
 8.16838220e-02 1.88661541e-03 4.38782852e-03]","[0.9985588192939758, 0.0007967022247612476, 0.0006444893078878522]"
833.png,"[7.4213109e-04 3.4350649e-06 1.5959179e-03 8.6173213e-01 1.3581270e-01
 4.7985312e-05 6.5709071e-05]","[0.021030617877840996, 0.03356686607003212, 0.9454025626182556]"
834.png,"[0.05542793 0.00582992 0.5994967  0.01703029 0.08671619 0.13128354
 0.10421535]","[0.0017099666874855757, 0.0720030888915062, 0.9262869358062744]"
835.png,"[9.9589634e-01 2.7396029e-05 1.3249781e-03 5.4823939e-04 5.4298755e-04
 1.0237305e-04 1.5577812e-03]","[0.8690555095672607, 0.046797510236501694, 0.08414693921804428]"
836.png,"[7.4247923e-04 9.4041985e-01 4.6434123e-02 3.3840796e-04 1.5287687e-03
 1.0092023e-02 4.4435990e-04]","[0.003564419923350215, 0.6752769351005554, 0.32115867733955383]"
837.png,"[9.1577369e-01 8.8028645e-04 1.3169397e-02 9.2404324e-04 8.7020657e-04
 6.9916382e-04 6.7683272e-02]","[0.12816140055656433, 0.8411598801612854, 0.0306787621229887]"
838.png,"[0.03846383 0.00234025 0.38275832 0.10242534 0.39806336 0.06221681
 0.01373202]","[0.002457798458635807, 0.01168697327375412, 0.9858552813529968]"
839.png,"[9.2671108e-01 3.0150707e-04 5.0208800e-02 2.1402660e-04 2.9599766e-04
 2.8203861e-03 1.9448215e-02]","[0.7567093968391418, 0.0008888911106623709, 0.24240170419216156]"
840.png,"[0.11468858 0.01445151 0.59411436 0.02491442 0.03359548 0.01084897
 0.2073866 ]","[0.9189461469650269, 0.0003190135466866195, 0.08073487132787704]"
841.png,"[2.4440282e-04 2.6018279e-05 1.4886311e-03 4.3829021e-01 5.5965865e-01
 2.8853273e-04 3.5571807e-06]","[0.0019719938281923532, 0.0029956400394439697, 0.9950323104858398]"
842.png,"[3.0519099e-03 5.2620185e-06 2.4950963e-03 8.4697700e-01 1.4735758e-01
 2.8890419e-05 8.4271967e-05]","[0.0467580109834671, 0.04445243254303932, 0.9087896347045898]"
843.png,"[7.3199916e-01 3.5045639e-04 3.8129099e-02 1.6863571e-01 1.7170066e-02
 3.7597000e-04 4.3339528e-02]","[0.9994869232177734, 0.00047262306907214224, 4.042646105517633e-05]"
844.png,"[0.10479875 0.00484383 0.6488722  0.00268203 0.00330415 0.15784219
 0.07765681]","[0.9997459053993225, 1.6433115490599448e-07, 0.0002539161068852991]"
845.png,"[9.9989265e-01 1.0630885e-08 5.9884628e-06 1.4909208e-05 7.4301115e-06
 2.7240631e-07 7.8641620e-05]","[0.01122003048658371, 0.9596369862556458, 0.029143065214157104]"
846.png,"[0.00866577 0.00046978 0.21063755 0.09017943 0.24988638 0.43720096
 0.00296014]","[0.8070473074913025, 3.306207145215012e-05, 0.19291961193084717]"
847.png,"[0.02345023 0.01062385 0.2603116  0.00567792 0.01059013 0.6151068
 0.07423947]","[3.083086539845681e-06, 0.9999920129776001, 4.937543508276576e-06]"
848.png,"[2.1654142e-03 1.5371121e-04 2.2671705e-02 2.9858845e-01 6.7592466e-01
 4.2672033e-04 6.9230351e-05]","[0.3655504882335663, 0.6060335636138916, 0.028415953740477562]"
849.png,"[0.21147138 0.00253947 0.72994334 0.00537081 0.00277677 0.00764408
 0.04025418]","[0.007162235677242279, 0.9172712564468384, 0.07556652277708054]"
850.png,"[6.1911065e-05 8.1114650e-01 1.1669192e-02 2.7948983e-05 9.5012586e-04
 1.7613560e-01 8.7951958e-06]","[0.0002461193362250924, 0.9648997783660889, 0.034854091703891754]"
851.png,"[0.25558457 0.05657991 0.56754875 0.00162739 0.00191454 0.00995949
 0.10678535]","[0.9855999946594238, 0.014364264905452728, 3.571444904082455e-05]"
852.png,"[0.5180256  0.00256807 0.39258853 0.00872045 0.00791229 0.00939892
 0.06078621]","[0.00013410045357886702, 0.018435614183545113, 0.9814303517341614]"
853.png,"[4.7929317e-02 2.1861556e-04 6.7864895e-01 1.7942715e-02 8.9787856e-02
 1.5333275e-01 1.2139780e-02]","[0.04019986465573311, 0.09749280661344528, 0.8623073697090149]"
854.png,"[2.3884221e-04 5.3160147e-06 1.3541347e-04 9.6233022e-01 3.7261419e-02
 1.7067239e-05 1.1757774e-05]","[0.0008592416415922344, 0.9308821558952332, 0.06825858354568481]"
855.png,"[0.04854352 0.00129383 0.7809042  0.0097545  0.01250616 0.07207225
 0.0749255 ]","[0.00026114238426089287, 0.003409820841625333, 0.9963290095329285]"
